target,PROPERTY: Type of test,PROPERTY: Processing method,PROPERTY: HV,PROPERTY: Calculated Young modulus (GPa),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),FORMULA,PROPERTY: Microstructure,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Elongation plastic (%)
0.5340605090543407,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 220.0GPa.,Yield Strength (YS) of alloy is 1362.74MPa.,Ultimate tensile strength (UTS) of alloy is 1471.0MPa.,The alloy has 19.01% elongation.,Alloy's formula is Co1 Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.413896894517114,Unknown,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 402.0 in Vickers scale.,Calculated Young modulus of the alloy is 171.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6608998799547466,Unknown,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 107.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 120.0 Celsius.,Experimental Young modulus of the alloy is 87.7GPa.,Unknown
0.5540877781438786,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 206.0GPa.,Yield Strength (YS) of alloy is 300.0MPa.,Unknown,The alloy has 50.2% elongation.,Alloy's formula is Co1 Cr1 Cu1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4383270229311022,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 170.0203827GPa.,Yield Strength (YS) of alloy is 1080.0MPa.,Unknown,The alloy has 2.0% elongation.,Alloy's formula is Al1 Cr1 Mo1 Nb1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 400.0 Celsius.,Unknown,Unknown
0.5166381907939753,The alloy was tested in T test.,Unknown,Hardness of the alloy is 171.0 in Vickers scale.,Calculated Young modulus of the alloy is 211.7652315GPa.,Yield Strength (YS) of alloy is 220.0MPa.,Unknown,The alloy has 56.0% elongation.,Alloy's formula is Al0.20 Co1 Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5207089963279822,Unknown,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Hardness of the alloy is 509.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Co1 Cr0.667 Fe0.667 Ni1 Ti0.333.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5741150472334162,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 231.0GPa.,Yield Strength (YS) of alloy is 309.0MPa.,Unknown,The alloy has 82.0% elongation.,Alloy's formula is Co1 Cr0.588 Fe0.176 Mo0.176 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4739787017857273,The alloy was tested in T test.,Unknown,Unknown,Unknown,Yield Strength (YS) of alloy is 570.0MPa.,Ultimate tensile strength (UTS) of alloy is 1143.0MPa.,The alloy has 18.0% elongation.,Alloy's formula is Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1.,Unknown,Alloy as tested at -70.0 Celsius.,Unknown,Unknown
0.5153583590442913,Unknown,Unknown,Hardness of the alloy is 113.0 in Vickers scale.,Calculated Young modulus of the alloy is 212.7722739GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al0.25 Co1 Cr1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4940059708752651,The alloy was tested in T test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Unknown,Yield Strength (YS) of alloy is 461.0MPa.,Ultimate tensile strength (UTS) of alloy is 560.0MPa.,The alloy has 12.0% elongation.,Alloy's formula is Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 700.0 Celsius.,Unknown,Unknown
0.3337878181589629,Unknown,Unknown,Hardness of the alloy is 797.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106.,Unknown,Unknown,Unknown,Unknown
0.7810634944919732,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 704.6 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Cr1 Mo1 Nb1 Ta1 V1 W1.,Unknown,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5474120217806991,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 226.0GPa.,Yield Strength (YS) of alloy is 172.0MPa.,Ultimate tensile strength (UTS) of alloy is 504.0MPa.,Unknown,Alloy's formula is Co1 Cr1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 210.0GPa.,Unknown
0.5340605090543407,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 220.0GPa.,Yield Strength (YS) of alloy is 280.0MPa.,Unknown,The alloy has 54.0% elongation.,Alloy's formula is Co1 Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5607635345070577,The alloy was tested in T test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 202.0GPa.,Yield Strength (YS) of alloy is 212.0MPa.,Unknown,Unknown,Alloy's formula is Co0.5 Fe0.5 Mo0.1 Ni1 V0.25.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 700.0 Celsius.,Unknown,Plastic elongation of the alloy is 154.3%.
0.4606271890593689,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 130.0GPa.,Yield Strength (YS) of alloy is 1706.0MPa.,Unknown,Unknown,Alloy's formula is Mo0.7 Nb1 Ti1 V1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 32.0%.
0.3404635745221421,Unknown,Unknown,Hardness of the alloy is 811.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234.,Unknown,Unknown,Unknown,Unknown
0.440599919969831,The alloy was tested in C test.,Unknown,Hardness of the alloy is 418.0 in Vickers scale.,Unknown,Yield Strength (YS) of alloy is 1260.0MPa.,Unknown,The alloy has 6.0% elongation.,Alloy's formula is Cr1 Nb1 Ti1 Zr1.,Unknown,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4862431219957565,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 179.1471486GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al0.8 Cr1 Cu1 Fe1 Ni2.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4005453817907555,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 189.0GPa.,Yield Strength (YS) of alloy is 375.0MPa.,Unknown,Unknown,Alloy's formula is Al1 Cr1 Mo1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1000.0 Celsius.,Unknown,Unknown
0.5144681213651144,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 107.1964186GPa.,Yield Strength (YS) of alloy is 1965.0MPa.,Unknown,The alloy has 5.0% elongation.,Alloy's formula is Al0.3 Nb1 Ta0.8 Ti1.4 V0.2 Zr1.3.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.8077665199446903,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 198.0GPa.,Yield Strength (YS) of alloy is 596.0MPa.,Unknown,Unknown,Alloy's formula is Nb1 Ta1 Ti1 W1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 600.0 Celsius.,Unknown,Unknown
0.6008180726861333,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 126.0GPa.,Yield Strength (YS) of alloy is 60.0MPa.,Unknown,Unknown,Alloy's formula is Hf1 Mo0.5 Nb1 Ti1 V0.5.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1200.0 Celsius.,Unknown,Unknown
0.4716449339988429,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 460.0 in Vickers scale.,Calculated Young modulus of the alloy is 160.7240221GPa.,Yield Strength (YS) of alloy is 1250.0MPa.,Unknown,The alloy has 13.0% elongation.,Alloy's formula is Al0.25 Mo1 Nb1 Ti1 V1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 164.0GPa.,Plastic elongation of the alloy is 12.0%.
0.54073626541752,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 238.0GPa.,Yield Strength (YS) of alloy is 518.0MPa.,Ultimate tensile strength (UTS) of alloy is 744.0MPa.,The alloy has 36.0% elongation.,Alloy's formula is Co0.25 Cr1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 240.0GPa.,Unknown
0.4339241636066518,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 151.0GPa.,Yield Strength (YS) of alloy is 520.0MPa.,Unknown,Unknown,Alloy's formula is Al1 Mo1 Nb1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 600.0 Celsius.,Unknown,Unknown
0.4541608557128168,The alloy was tested in C test.,Unknown,Unknown,Calculated Young modulus of the alloy is 187.8028973GPa.,Yield Strength (YS) of alloy is 1800.0MPa.,Unknown,The alloy has 9.1% elongation.,Alloy's formula is Al1 Co1 Cr1 Fe1 Mo0.1 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.36049084361168,Unknown,Unknown,Hardness of the alloy is 644.0 in Vickers scale.,Calculated Young modulus of the alloy is 136.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al1 Co0.333 Cr0.333 Cu0.333 Fe0.333.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.54073626541752,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 203.0GPa.,Yield Strength (YS) of alloy is 221.0MPa.,Ultimate tensile strength (UTS) of alloy is 602.0MPa.,The alloy has 49.0% elongation.,Alloy's formula is Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4409147552489174,The alloy was tested in C test.,Unknown,Hardness of the alloy is 456.0 in Vickers scale.,Calculated Young modulus of the alloy is 161.7140033GPa.,Yield Strength (YS) of alloy is 964.0MPa.,Unknown,Unknown,Alloy's formula is Al1 Co1 Fe1 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4157689770743131,The alloy was tested in C test.,Unknown,Unknown,Calculated Young modulus of the alloy is 169.2125674GPa.,Yield Strength (YS) of alloy is 1860.0MPa.,Ultimate tensile strength (UTS) of alloy is 2580.0MPa.,The alloy has 9.0% elongation.,Alloy's formula is Al1 Co1 Cr1 Fe1 Ni1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 181.0GPa.,Unknown
0.4186559461656539,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 156.3263851GPa.,Yield Strength (YS) of alloy is 805.0MPa.,Unknown,Unknown,Alloy's formula is Al2 Co1 Cr1 Cu1 Fe1 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 600.0 Celsius.,Unknown,Unknown
0.5871201520247565,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 130.4925823GPa.,Yield Strength (YS) of alloy is 1330.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Al0.25 Nb1 Ta1 Ti1 V1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 92.0GPa.,Plastic elongation of the alloy is 50.0%.
0.5599036832686646,The alloy was tested in T test.,Unknown,Hardness of the alloy is 208.0 in Vickers scale.,Calculated Young modulus of the alloy is 189.2450445GPa.,Unknown,Ultimate tensile strength (UTS) of alloy is 478.0MPa.,The alloy has 14.0% elongation.,Alloy's formula is Co1 Cu1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5207089963279822,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 222.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Unknown,Unknown,Unknown
0.6608998799547466,The alloy was tested in T test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 107.0GPa.,Yield Strength (YS) of alloy is 820.0MPa.,Ultimate tensile strength (UTS) of alloy is 869.0MPa.,The alloy has 50.0% elongation.,Alloy's formula is Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4940059708752651,The alloy was tested in T test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Unknown,Yield Strength (YS) of alloy is 520.0MPa.,Ultimate tensile strength (UTS) of alloy is 696.0MPa.,Unknown,Alloy's formula is Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 23.0 Celsius.,Unknown,Unknown
0.4673029454225481,Unknown,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 396.0 in Vickers scale.,Calculated Young modulus of the alloy is 201.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al0.333 Cr0.667 Fe1 Mn0.667 Ni0.333.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5741150472334162,The alloy was tested in T test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 185.0GPa.,Unknown,Ultimate tensile strength (UTS) of alloy is 548.0MPa.,Unknown,Alloy's formula is Co1 Cu1 Fe1 Ni1 Sn0.02.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 17.0%.
0.6608998799547466,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 137.0GPa.,Yield Strength (YS) of alloy is 814.0MPa.,Unknown,Unknown,Alloy's formula is Hf1 Mo1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1000.0 Celsius.,Unknown,Unknown
0.5474120217806991,Unknown,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 458.0 in Vickers scale.,Calculated Young modulus of the alloy is 120.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al1 Nb1 Ta1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Unknown,Unknown,Unknown
0.8602808239827064,The alloy was tested in C test.,Unknown,Hardness of the alloy is 492.0 in Vickers scale.,Calculated Young modulus of the alloy is 205.5328097GPa.,Yield Strength (YS) of alloy is 1530.0MPa.,Unknown,The alloy has 12.0% elongation.,Alloy's formula is Nb1 Ta1 V1 W1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6233928356382192,The alloy was tested in C test.,Unknown,Hardness of the alloy is 396.0 in Vickers scale.,Calculated Young modulus of the alloy is 104.0625193GPa.,Yield Strength (YS) of alloy is 1302.0MPa.,Unknown,The alloy has 46.0% elongation.,Alloy's formula is Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 107.0GPa.,Unknown
0.5807908035965954,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 128.0GPa.,Yield Strength (YS) of alloy is 721.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Hf1 Mo1 Nb1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1000.0 Celsius.,Unknown,Unknown
0.4205726508802933,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 156.0GPa.,Yield Strength (YS) of alloy is 1120.0MPa.,Unknown,Unknown,Alloy's formula is Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 500.0 Celsius.,Unknown,Unknown
0.440599919969831,Unknown,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 539.0 in Vickers scale.,Calculated Young modulus of the alloy is 180.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al1 Co0.8 Cr0.8 Fe0.8 Mn0.8 Ni0.8.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.3738423563380385,Unknown,Unknown,Hardness of the alloy is 604.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132.,Unknown,Unknown,Unknown,Unknown
0.5340605090543407,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 220.0GPa.,Yield Strength (YS) of alloy is 560.0MPa.,Unknown,The alloy has 39.5% elongation.,Alloy's formula is Co1 Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6074938290493125,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 427.0 in Vickers scale.,Calculated Young modulus of the alloy is 103.0GPa.,Yield Strength (YS) of alloy is 1415.0MPa.,Ultimate tensile strength (UTS) of alloy is 2050.0MPa.,The alloy has 30.0% elongation.,Alloy's formula is Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 102.0GPa.,Unknown
0.5540877781438786,The alloy was tested in T test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 232.0GPa.,Unknown,Ultimate tensile strength (UTS) of alloy is 899.0MPa.,The alloy has 31.0% elongation.,Alloy's formula is Co1 Cr1 Fe1 Mo0.2 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4859375604771371,The alloy was tested in C test.,Unknown,Unknown,Calculated Young modulus of the alloy is 150.0167131GPa.,Yield Strength (YS) of alloy is 1496.0MPa.,Unknown,The alloy has 30.0% elongation.,Alloy's formula is Mo1.3 Nb1 Ti1 V1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
